iteration,step,total_step,train_step_rate,train_episode_return,train_episode_visited_rooms,train_num_episodes,eval_episode_return,eval_episode_visited_rooms,eval_num_episodes
32,8192000,262144000,71.70316825207848,6618.813788464464,9.206966524082336,41.8125,6596.666666666667,9.2,30
33,8448000,270336000,71.93274044836605,6543.8245293831715,9.1288903114331,39.53125,6600.0,8.9,30
34,8704000,278528000,72.59899367559697,6644.333657092549,9.150503273756494,41.34375,6700.0,8.766666666666667,30
35,8960000,286720000,72.97541856700205,6598.216590973312,9.192477994716395,40.3125,6592.857142857143,9.5,28
36,9216000,294912000,73.27203762843502,6613.481883472356,9.173781678331792,37.75,6700.0,9.296296296296296,27
37,9472000,303104000,71.12360141074443,6595.625238701279,9.152285359072604,39.90625,6580.0,9.32,25
38,9728000,311296000,71.41769770727393,6585.25301301236,9.601615030094049,38.71875,6028.125,8.75,32
39,9984000,319488000,71.55378267652353,6721.206246672243,10.173211924292593,29.25,7128.571428571428,11.357142857142858,14
40,10240000,327680000,71.79785287268456,7123.674621623015,11.83315925333119,30.46875,6788.888888888889,11.074074074074074,27
41,10496000,335872000,71.81994657375762,7574.952912039551,12.408750150415205,36.46875,8123.076923076923,12.76923076923077,26
42,10752000,344064000,71.6925766811777,8019.05319323579,12.629800368836793,37.71875,7986.666666666667,12.433333333333334,30
43,11008000,352256000,71.81497121435777,8011.99644652208,12.610144342352868,37.375,8076.923076923077,12.807692307692308,26
44,11264000,360448000,71.81767990890017,8031.791759388079,13.541805556964889,34.1875,8272.727272727272,14.5,22
45,11520000,368640000,70.96749023334255,8075.923450931099,13.979576690432502,28.03125,8030.434782608696,13.826086956521738,23
46,11776000,376832000,71.77596986875189,8045.944154926357,13.80276229896116,28.625,8176.190476190476,14.428571428571429,21
47,12032000,385024000,72.15319259926414,7925.804906244006,13.659651421542758,28.40625,7587.5,13.416666666666666,24
48,12288000,393216000,72.31518865329586,8112.638392634386,14.331478247505936,24.71875,7727.777777777777,13.777777777777779,18
49,12544000,401408000,71.93265900575187,8047.173413911578,14.126778474993394,24.3125,8211.111111111111,14.333333333333334,18
50,12800000,409600000,72.00569255031297,8064.003926751138,14.143095721380485,25.125,8200.0,14.75,16
51,13056000,417792000,72.20855844357247,8062.110459873382,14.300373927655105,23.21875,7947.826086956522,13.608695652173912,23
52,13312000,425984000,72.22871220936227,7981.4367074150805,14.153530213303043,24.46875,8247.368421052632,14.526315789473685,19
53,13568000,434176000,72.70361461750343,8046.592512685584,14.302166447934113,25.0,8213.333333333334,14.8,15
54,13824000,442368000,71.62837344979837,7989.431905327965,14.238680511567742,23.6875,8142.105263157895,14.473684210526315,19
55,14080000,450560000,72.05052702536292,8003.79582151755,14.039309373885011,26.03125,8300.0,14.75,16
56,14336000,458752000,72.05025703552153,8094.900629538537,14.282153120128664,24.40625,8204.761904761905,14.285714285714286,21
57,14592000,466944000,72.25207904275139,8069.760620392226,14.172153444113011,25.84375,8193.333333333334,14.733333333333333,15
58,14848000,475136000,71.4452662765059,8080.628239991691,14.288422013775275,23.40625,8300.0,14.928571428571429,14
59,15104000,483328000,72.0948537201246,8065.075101862607,14.24896617739665,25.9375,8090.0,14.05,20
60,15360000,491520000,72.10147763144778,7804.3514049356445,13.64159196605528,25.3125,8166.666666666667,14.733333333333333,15
61,15616000,499712000,72.54239523543177,8430.846181219144,14.442119408872127,24.5625,9209.09090909091,15.0,22
62,15872000,507904000,72.47903685880405,9002.631513412822,15.01000624153735,27.5,9077.777777777777,15.38888888888889,18
63,16128000,516096000,71.00213613776727,8787.64981015864,14.774663081691756,26.5625,8972.727272727272,14.863636363636363,22
64,16384000,524288000,71.96500867336005,8873.471126837929,14.950216106940445,27.34375,9114.285714285714,15.428571428571429,14
65,16640000,532480000,72.33275475276884,9068.715723454094,15.268924016509754,25.9375,9200.0,15.65,20
66,16896000,540672000,72.25308882039488,8905.058030097658,15.005427104992814,27.125,9250.0,15.65,20
67,17152000,548864000,71.96593232703592,8898.662920133826,15.055041699400537,26.65625,8909.09090909091,15.0,22
68,17408000,557056000,72.02550388106647,8960.903641697354,15.063543111110057,27.21875,9254.545454545454,15.272727272727273,22
69,17664000,565248000,72.2763155098666,9050.322541965885,15.320857422820737,24.40625,9150.0,15.45,20
70,17920000,573440000,72.32913996818037,8836.604610394446,14.95906262855626,25.46875,9233.333333333334,15.933333333333334,15
71,18176000,581632000,72.27382329939033,8938.982061292478,14.995316731434949,25.875,9300.0,15.411764705882353,17
72,18432000,589824000,70.80103403901428,8110.42934608131,13.84257997413076,26.15625,9244.444444444445,15.722222222222221,18
73,18688000,598016000,72.11984445433706,9087.891654465704,15.499241295389393,23.53125,9077.777777777777,15.666666666666666,18
74,18944000,606208000,72.15529681664037,8887.394831163478,15.044985948246115,25.15625,9110.526315789473,15.421052631578947,19
75,19200000,614400000,72.39270630594355,9023.628807935498,15.339113066182735,24.34375,8400.0,14.071428571428571,14
76,19456000,622592000,72.54972199075607,8879.698544777137,15.076259772116455,24.71875,9012.5,15.375,16
77,19712000,630784000,72.06224181848496,8945.538509534152,15.203468680227958,24.9375,8827.272727272728,14.318181818181818,22
